개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
석관동자치회관 2층 다목적회의실,석관동자치회관,회의실,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,21:00,00:00,00:00,N,,,,,30,125,,,,서울특별시 성북구 화랑로 296,서울특별시 성북구 석관동 384-3,서울특별시 성북구청,석관동주민센터,02-2241-5766,www.sb.go.kr,37.61297096,127.0614241,2023-02-28,3070000,서울특별시 성북구
성북동 자치회관 5층 대강당,성북동자치회관,강당,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,18:00,00:00,00:00,Y,2,30000,,,100,214,,,,서울특별시 성북구 성북로 37,서울특별시 성북구 성북동1가 117-1,서울특별시 성북구청,성북동주민센터,02-2241-5004,www.sb.go.kr,37.59105175,127.0032478,2023-02-28,3070000,서울특별시 성북구
진안역사박물관 강당,진안역사박물관,강당,월,09:00,18:00,09:00,18:00,N,,,,,20,76,빔프로젝터+책상+의자,방문+전화,https://www.jinan.go.kr/museum/sub_1/?p=5,전라북도 진안군 진안읍 내사양길 7,전라북도 진안군 진안읍 단양리 813,전라북도 진안군청,문화체육과,063-430-8085,https://www.jinan.go.kr/museum/,35.772469,127.416753,2023-03-02,4730000,전라북도 진안군
노동리(마을회관)야외운동기구,노동리(마을회관),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 대흥면 노동리 82-15,대흥면행정복지센터,총무팀,041-339-8986,,36.63655244,126.8142383,2023-03-16,4610000,충청남도 예산군
하탄방리(마을회관)야외운동기구,하탄방리(마을회관),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 대흥면 하탄방리 64-3,대흥면행정복지센터,총무팀,041-339-8986,,36.61931336,126.8248853,2023-03-16,4610000,충청남도 예산군
탄방리(마을회관)야외운동기구,탄방리(마을회관),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,"충청남도 예산군 대흥면 탄방리 443-12,13",대흥면행정복지센터,총무팀,041-339-8986,,36.62892799,126.8336767,2023-03-16,4610000,충청남도 예산군
금곡리(마을회관)야외운동기구,금곡리(마을회관),기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,상시개방,,,충청남도 예산군 대흥면 금곡리 257-1,대흥면행정복지센터,총무팀,041-339-8986,,36.63256174,126.8496819,2023-03-16,4610000,충청남도 예산군
용현5동행정복지센터 기타,용현5동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,1,10000,1,10000,50,,회의용책상+의자,방문+전화,,인천광역시 미추홀구 토금북로 60,인천광역시 미추홀구 용현동 611-6,인천광역시 미추홀구청,용현5동행정복지센터,032-728-6225,http://michu.incheon.kr/dongoffice/index.asp?dong_idx=32,37.45255004,126.6402604,2023-03-13,3510500,인천광역시 미추홀구
학익1동 행정복지센터 기타,학익1동 행정복지센터,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,10,,책상+의자+책,방문+전화,,인천광역시 미추홀구 매소홀로 380,인천광역시 미추홀구 학익동 689-10,인천광역시 미추홀구청,학익1동 행정복지센터,032-867-7005,http://michu.incheon.kr/dongoffice/index.asp?dong_idx=51,37.43983771,126.6641176,2023-03-13,3510500,인천광역시 미추홀구
칠곡군교육문화회관,대·소공연장/야외공연장,기타,공휴일,09:00,18:00,09:00,18:00,Y,13,360000,,,700,,"빔프로젝터, 음향, 조명시설",방문전화,,경상북도 칠곡군 왜관읍 관문로1길 32,,경상북도 칠곡군청,교육문화회관,054-979-5102,http://public.chilgok.go.kr,35.9918529,128.4180401,2020-07-01,5220000,경상북도 칠곡군
칠곡군교육문화회관,전시실,전시실,공휴일,09:00,18:00,09:00,18:00,Y,9,50000,1,5000,30,80,냉난방,방문전화,,경상북도 칠곡군 왜관읍 관문로1길 32,,경상북도 칠곡군청,교육문화회관,054-979-5102,http://public.chilgok.go.kr,35.9918529,128.4180401,2020-07-01,5220000,경상북도 칠곡군
칠곡종합운동장,칠곡종합운동장,축구장,12월~익년 3월,09:00,18:00,09:00,18:00,Y,2,300000,1,60000,20000,20640,"보조경기장, 테니스장",방문전화,,경상북도 칠곡군 왜관읍 호국로 203,,경상북도 칠곡군청,새마을체육과,054-979-5212,http://sports.chilgok.go.kr,35.9996089,128.4236393,2020-07-01,5220000,경상북도 칠곡군
칠곡국민체육센터,칠곡국민체육센터,체육관,매주 일요일 및 공휴일,09:00,22:00,09:00,18:00,Y,2,275000,1,55000,300,1515,"샤워실, 탈의실 등",방문전화,,경상북도 칠곡군 왜관읍 석전로7길 58,,경상북도 칠곡군청,새마을체육과,054-979-5212,http://sports.chilgok.go.kr,36.0071757,128.4087406,2020-07-01,5220000,경상북도 칠곡군
북삼읍평생학습복지센터,평생학습복지센터,기타,매주 일요일 및 국공휴일,09:00,20:00,09:00,20:00,N,,,,,,,"빔프로젝트, 음향시설, 의자 150개 등(대강당)",방문전화,,경상북도 칠곡군 북삼읍 인평1길 6,,경상북도 칠곡군청,북삼읍,054-979-5273,http://www.chilgok.go.kr/town/main/?tw=buksam,36.0629252,128.3429450,2020-07-01,5220000,경상북도 칠곡군
지천평생학습복지센터,지천평생학습복지센터,다목적실,법정공휴일,09:00,18:00,09:00,00:00,N,,,,,,,,방문전화,,경상북도 칠곡군 지천면 신동로 173,,경상북도 칠곡군청,지천면,054-979-5353,http://www.chilgok.go.kr/town/main/?tw=jicheon,35.9561681,128.4915131,2020-07-01,5220000,경상북도 칠곡군
동명평생학습복지센터,대강당,강당,공휴일,09:00,21:00,09:00,18:00,N,,,,,,,"빔프로젝터, 앰프",방문전화,,경상북도 칠곡군 동명명 동명팔거천2길 9,,경상북도 칠곡군청,동명면,054-979-5382,http://dongmyeong.chilgok.go.kr/main/,35.9850043,128.5525733,2020-07-01,5220000,경상북도 칠곡군
동명평생학습복지센터,중강당,강의실,공휴일,09:00,21:00,09:00,18:00,N,,,,,,,앰프,방문전화,,경상북도 칠곡군 동명명 동명팔거천2길 9,,경상북도 칠곡군청,동명면,054-979-5382,http://www.chilgok.go.kr/town/main/?tw=dongmyeong,35.9850043,128.5525733,2020-07-01,5220000,경상북도 칠곡군
동명평생학습복지센터,소회의실,회의실,공휴일,09:00,21:00,09:00,18:00,N,,,,,,,,방문전화,,경상북도 칠곡군 동명명 동명팔거천2길 9,,경상북도 칠곡군청,동명면,054-979-5382,http://www.chilgok.go.kr/town/main/?tw=dongmyeong,35.9850043,128.5525733,2020-07-01,5220000,경상북도 칠곡군
동명평생학습복지센터,정보화실,강의실,공휴일,09:00,21:00,09:00,18:00,N,,,,,,,PC12대,방문전화,,경상북도 칠곡군 동명명 동명팔거천2길 9,,경상북도 칠곡군청,동명면,054-979-5382,http://www.chilgok.go.kr/town/main/?tw=dongmyeong,35.9850043,128.5525733,2020-07-01,5220000,경상북도 칠곡군
동명평생학습복지센터,체력단련실,체육관,공휴일,09:00,21:00,09:00,18:00,N,,,,,,,체련단련시설,방문전화,,경상북도 칠곡군 동명명 동명팔거천2길 9,,경상북도 칠곡군청,동명면,054-979-5382,http://www.chilgok.go.kr/town/main/?tw=dongmyeong,35.9850043,128.5525733,2020-07-01,5220000,경상북도 칠곡군
가산평생학습복지센터,가산평생학습복지센터,기타,매주 일요일,09:00,20:00,08:00,20:00,N,,,,,300,,"빔프로젝터, 책상20개, 의자 150개, 체력단련기구 15점",방문전화,,경상북도 칠곡군 가산면 경북대로 1552-1,,경상북도 칠곡군청,가산면,054-975-5413,http://www.chilgok.go.kr/town/main/?tw=gasan,36.0840971,128.5394721,2020-07-01,5220000,경상북도 칠곡군
약목평생학습복지센터,1층강당,다목적실,공휴일,09:00,21:00,09:00,18:00,N,,,,,,,,방문전화,,경상북도 칠곡군 약목면 신유로 160,,경상북도 칠곡군청,약목면,054-979-5444,http://www.chilgok.go.kr/town/main/?tw=yakmok,36.0278594,128.3511817,2020-07-01,5220000,경상북도 칠곡군
강나루체육공원,강나루체육공원,야구장,연중무휴,09:00,18:00,09:00,18:00,N,,,,,500,17000,"야구장 1, 체육시설 5",방문전화,,경상북도 칠곡군 기산면 죽전리 621-1,,경상북도 칠곡군청,기산면,054-979-5472,http://www.chilgok.go.kr/town/main/?tw=gisan,35.9819091,128.3871020,2020-07-01,5220000,경상북도 칠곡군
기산평생학습복지센터,기산평생학습복지센터,기타,매주 토요일 및 일요일,09:00,21:00,09:00,18:00,N,,,,,350,,"빔프로젝터 2대, PC 10대, 책상 30개, 의자 400개 등",방문전화,,경상북도 칠곡군 기산면 주산로 1220-1,,경상북도 칠곡군청,기산면,054-979-5472,http://www.chilgok.go.kr/town/main/?tw=gisan,35.9864752,128.3846130,2020-07-01,5220000,경상북도 칠곡군
전곡해양일반산업(3호 공원) 풋살구장,전곡해양일반산업(3호 공원),풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,924,,,,,경기도 화성시 서신면 전곡리 1112,화성도시공사,,,,37.1847533560,126.6765075742,2022-11-15,5530000,경기도 화성시
장안2첨단산업단지 공원(1호) 풋살구장,장안2첨단산업단지 공원(1호),풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,270,,,,,경기도 화성시 장안면 수촌리 1466,화성도시공사,,,,37.1098511928,126.8473262589,2022-11-15,5530000,경기도 화성시
안녕동 풋살구장 풋살구장,안녕동 풋살구장,풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,445,,,,,경기도 화성시 안녕동 71-41,화성도시공사,,,,37.20105198,127.0215578,2022-11-15,5530000,경기도 화성시
봉담 과천간 고가하부 체육시설 풋살구장,봉담 과천간 고가하부 체육시설,풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,800,,,,,경기도 화성시 향남읍 도이리 668,경기도 화성시청,,,,37.1384632046,126.9244858544,2022-11-15,5530000,경기도 화성시
무봉체육시설 풋살구장,무봉체육시설,풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,924,,,,,경기도 화성시 중동 833-196,경기도 화성시청,,,,37.20380108,127.1419642,2022-11-15,5530000,경기도 화성시
동화마을생태공원 풋살구장,동화마을생태공원,풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,684,,,,,경기도 화성시 봉담읍 동화리 583,화성도시공사,,,,37.21321794,126.9579312,2022-11-15,5530000,경기도 화성시
동탄센트럴파크 풋살구장,동탄센트럴파크,풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,2200,,,,,경기도 화성시 반송동 59,화성도시공사,,,,37.2067544694,127.0630116530,2022-11-15,5530000,경기도 화성시
동탄2 제1호 체육공원 풋살구장,동탄2 제1호 체육공원,풋살경기장,N,09:00,22:00,09:00,18:00,N,,,,,,1125,,,,,경기도 화성시 영천동 670-2,화성도시공사,,,,37.20587045,127.1068667,2022-11-15,5530000,경기도 화성시
통현2리 마을회관,통현2리 마을회관,기타,연중무휴,09:00,20:00,09:00,20:00,N,,,,,100,124,의자2개+책상2개+PC1대+에어컨4대+운동기구 4개,방문+전화,,경기도 연천군 연천읍 통현길 97,경기도 연천군 연천읍 통현리 78-10,경기도 연천군청,,031-839-2621,,38.06282567,127.0826383,2023-02-24,4140000,경기도 연천군
읍내리 마을회관,읍내리 마을회관,기타,연중무휴,09:00,20:00,09:00,18:00,N,,,,,10,111,의자10개+책상4개+PC1개+에어컨2개+운동기구3개,방문+전화,,경기도 연천군 연천읍 연군로133번길 19,경기도 연천군 연천읍 읍내리 158-5,경기도 연천군청,,031-839-2621,,38.10169308,127.0611963,2023-02-24,4140000,경기도 연천군
강화청소년수련관_컴퓨터실,강화청소년수련관,강의실,매주 월요일 및 공휴일(월요일이 공휴일일 경우 익일까지),09:00,20:00,09:00,20:00,N,1,0,,,,92,"PC,  냉난방",,,인천광역시 강화군 강화읍 강화대로154,인천광역시 강화군 강화읍 용정리 1075-1,강화군시설관리공단,문화복지팀,032-930-7099,https://www.ghss.or.kr/youthTraining/main.do,37.7386885880,126.5129109759,2022-05-10,B552108,강화군시설관리공단
강화청소년수련관_체육활동실,강화청소년수련관,체육관,매주 월요일 및 공휴일(월요일이 공휴일일 경우 익일까지),09:00,20:00,09:00,20:00,N,1,0,,,,195,"음향, 냉난방",,,인천광역시 강화군 강화읍 강화대로154,인천광역시 강화군 강화읍 용정리 1075-1,강화군시설관리공단,문화복지팀,032-930-7099,https://www.ghss.or.kr/youthTraining/main.do,37.7386885880,126.5129109759,2022-05-10,B552108,강화군시설관리공단
고읍축구장,고읍축구장,축구장,1월 1일+설 연휴+추석 연휴,06:00,22:00,06:00,22:00,Y,,,,,,6134,,홈페이지,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 고읍남로 46,경기도 양주시 광사동 714,양주도시공사,체육시설3팀,031-828-9832,www.yjuc.or.kr,37.79289402,127.0774851,2023-02-09,5590000,경기도 양주시
광적생활체육공원 족구장,광적생활체육공원,족구장,1월 1일+설 연휴+추석 연휴,06:00,22:00,06:00,22:00,Y,,,,,,102066.21,,홈페이지,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 광적면 부흥로618번길 303,경기도 양주시 광적면 광석리 132,양주도시공사,체육시설1팀,031-828-9832,www.yjuc.or.kr,37.81249951,126.9723084,2023-02-09,5590000,경기도 양주시
광적생활체육공원 축구장,광적생활체육공원,축구장,1월 1일+설 연휴+추석 연휴,06:00,22:00,06:00,22:00,Y,,,,,,102066.21,,홈페이지,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 광적면 부흥로618번길 303,경기도 양주시 광적면 광석리 132,양주도시공사,체육시설1팀,031-828-9832,www.yjuc.or.kr,37.81249951,126.9723084,2023-02-09,5590000,경기도 양주시
광적생활체육공원 테니스장,광적생활체육공원,테니스장,1월 1일+설 연휴+추석 연휴,06:00,22:00,06:00,22:00,Y,,,,,,102066.21,,홈페이지,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 광적면 부흥로618번길 303,경기도 양주시 광적면 광석리 132,양주도시공사,체육시설1팀,031-828-9832,www.yjuc.or.kr,37.81249951,126.9723084,2023-02-09,5590000,경기도 양주시
덕정주공상가공영주차장,덕정주공상가공영주차장,기타,토+일+공휴일,09:00,18:00,00:00,00:00,Y,,,,,,,,방문,https://www.yjuc.or.kr/sub/content.asp?cIdx=22,경기도 양주시 덕정동 256-1,경기도 양주시 덕정동 256-1,양주도시공사,교통관리팀,031-828-9795,parking.yjuc.or.kr,37.83726312,127.064005,2023-02-09,5590000,경기도 양주시
덕정체육돔구장 배드맨턴장,덕정체육돔구장,배드맨턴장,1월 1일+설 연휴+추석 연휴,06:00,22:00,06:00,22:00,Y,,,,,,5760,,방문,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 화합로 1457-188,경기도 양주시 고암동 산 13-1,양주도시공사,체육시설2팀,031-828-9832,www.yjuc.or.kr,37.84018301,127.0725585,2023-02-09,5590000,경기도 양주시
덕정탁구전용구장,덕정탁구전용구장,기타,첫째 주 일+둘째 주 일+셋째 주 일+다섯째 주 일+1월1일+설 연휴+추석 연휴+근로자의날,06:00,22:00,06:00,22:00,Y,,,,,,3753.9,,방문,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 고암길 111,경기도 양주시 고암동 589,양주도시공사,체육시설2팀,031-828-9832,www.yjuc.or.kr,37.83230553,127.0718102,2023-02-09,5590000,경기도 양주시
마장호수 주차장,마장호수,기타,토+일+공휴일,09:00,18:00,00:00,00:00,Y,,,,,,,,방문,https://www.yjuc.or.kr/sub/content.asp?cIdx=22,경기도 양주시 기산로 423-7,경기도 양주시 덕정동 235-5,양주도시공사,교통관리팀,031-828-9795,parking.yjuc.or.kr,37.8373794,127.0649409,2023-02-09,5590000,경기도 양주시
광양커뮤니티센터 수영장 및 목욕탕,광양커뮤니티센터,기타,첫째 주 월,06:00,20:00,09:00,17:00,Y,2,수영장 3500원+목욕탕 5500원(*성인기준),0,0,,3145.8,,현장 카운터 문의,,전라남도 광양시 중마로 410,전라남도 광양시 마동 359,전라남도 광양시청,시설관리과,061-798-7900,,34.94650263,127.7030713,2023-03-08,4840000,전라남도 광양시
광양실내체육관,광양실내체육관,체육관,첫째 주 월+셋째 주 월,06:00,22:00,06:00,22:00,Y,2,(특정 시간대)평일 60000원+토·공휴일 80000원,0,0,1662,1218,라이트+일반전기+음향설비(마이크)+냉난방기,시 홈페이지+현장예약,,전라남도 광양시 광양읍 매천로 695-20,전라남도 광양시 광양읍 구산리 299,전라남도 광양시청,체육과,061-797-2531,https://www.gwangyang.go.kr/index.gwangyang?menuCd=DOM_000000105003005003,34.98292286,127.5754151,2023-03-08,4840000,전라남도 광양시
교육문화센터 공연장,교육문화센터,강당,연중무휴,09:00,22:00,09:00,22:00,Y,3,(평일)60000+(주말)72000,1,12000,300,486,음향시설+ 빔프로젝트+피아노,방문+전화,http://www.yc.go.kr/yeyak/contents.do?mId=0201020000,경상북도 영천시 최무선로 243,경상북도 영천시 성내동 140,경상북도 영천시청,평생학습관,054-339-7749,http://www.yc.go.kr/yeyak/contents.do?mId=0601000000,35.96528972,128.9265501,2023-04-12,5100000,경상북도 영천시
교육문화센터 회의실,교육문화센터,회의실,연중무휴,09:00,22:00,09:00,22:00,Y,3,(평일)30000+36000,1,6000,100,162,책상100+의자100+빔프로젝트+피아노,방문+전화,http://www.yc.go.kr/yeyak/contents.do?mId=0201020000,경상북도 영천시 최무선로 243,경상북도 영천시 성내동 140,경상북도 영천시청,평생학습관,054-339-7749,http://www.yc.go.kr/yeyak/contents.do?mId=0601000000,35.96528972,128.9265501,2023-04-12,5100000,경상북도 영천시
남종면행정복지센터 회의실,남종면행정복지센터,회의실,연중무휴,18:00,21:00,09:00,18:00,Y,2,30000,,0,30,,,방문+전화,,경기도 광주시 남종면 분원길 9,경기도 광주시 남종면 분원리 132,경기도 광주시 남종면행정복지센터,남종면,031-760-4972,https://www.gjcity.go.kr/portal/athleteFac/calList.do?mId=0408010100,37.49427185,127.3019843,2023-04-02,5540000,경기도 광주시
오포 실내체육관 배드민턴장,오포 실내체육관,배드맨턴장,월,06:00,22:00,06:00,17:00,Y,2,1000,,,30,,,방문,,경기도 광주시 새말길 347,경기도 광주시 오포읍 신현리 504-6,경기도 광주시청,신현동,031-760-1542,https://www.gjcity.go.kr/portal/athleteFac/calList.do?mId=0408010100,37.38230495,127.177726,2023-04-02,5540000,경기도 광주시
능평레포츠공원 풋살장,능평레포츠공원,풋살경기장,연중무휴,09:00,22:00,09:00,22:00,N,2,,,,15,,,인터넷,,,경기도 광주시 오포읍 능평리 84-9,경기도 광주시청,능평동,031-760-1572,https://www.gjcity.go.kr/portal/athleteFac/calList.do?mId=0408010100,37.34599475,127.1829974,2023-04-02,5540000,경기도 광주시
능평레포츠공원 인라인스케이트장,능평레포츠공원,기타,연중무휴,09:00,22:00,09:00,22:00,N,2,,,,20,,,인터넷,,,경기도 광주시 오포읍 능평리 84-9,경기도 광주시청,능평동,031-760-4834,https://www.gjcity.go.kr/portal/athleteFac/calList.do?mId=0408010100,37.34599475,127.1829974,2023-04-02,5540000,경기도 광주시
광혜원면사무소 건강관리실,광혜원면사무소,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,150,234,런닝머신+바벨+싸이클+샤워실,방문,,충청북도 진천군 광혜원면 화랑길 86,충청북도 진천군 광혜원면 광혜원리 542-10,충청북도 진천군 광혜원면사무소,총무팀,043-539-8723,,36.99360115,127.4354919,2023-04-10,4450000,충청북도 진천군
애월체육공원,테니스장,테니스장,무,08:00,21:00,08:00,21:00,Y,,(평일주간)20000+(주말주간)26000+외,30,50,10,522,,방문+전화+팩스,,제주특별자치도 제주시 애월읍 일주서로 6349,제주특별자치도 제주시 애월읍 고내리 1356,애월읍,주민자치팀,064-728-8531,http://www.jejusi.go.kr/sports/main.do,33.463286,126.332699,2021-09-23,6510000,제주특별자치도 제주시
애월체육공원,게이트볼장,기타,무,09:00,18:00,09:00,18:00,N,,,,,50,600,화장실,방문+전화+팩스,,제주특별자치도 제주시 애월읍 일주서로 6349,제주특별자치도 제주시 애월읍 고내리 1356,애월읍,주민자치팀,064-728-8531,http://www.jejusi.go.kr/sports/main.do,33.463286,126.332699,2021-09-23,6510000,제주특별자치도 제주시
고덕체육공원 농구장,고덕체육공원,농구장,1월 1일+설 연휴+추석 연휴,06:00,22:00,06:00,22:00,Y,,,,,,19771,,홈페이지,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 고덕로 187-55,경기도 양주시 덕계동 산 132,양주도시공사,체육시설3팀,031-828-9832,www.yjuc.or.kr,37.80439836,127.0640343,2023-02-09,5590000,경기도 양주시
고덕체육공원 육상트랙,고덕체육공원,기타,1월 1일+설 연휴+추석 연휴,06:00,22:00,06:00,22:00,Y,,,,,,19771,,홈페이지,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 고덕로 187-55,경기도 양주시 덕계동 산 132,양주도시공사,체육시설3팀,031-828-9832,www.yjuc.or.kr,37.80439836,127.0640343,2023-02-09,5590000,경기도 양주시
고덕체육공원 축구장,고덕체육공원,축구장,1월 1일+설 연휴+추석 연휴,06:00,22:00,06:00,22:00,Y,,,,,,19771,,홈페이지,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 고덕로 187-55,경기도 양주시 덕계동 산 132,양주도시공사,체육시설3팀,031-828-9832,www.yjuc.or.kr,37.80439836,127.0640343,2023-02-09,5590000,경기도 양주시
고덕체육공원 풋살경기장,고덕체육공원,풋살경기장,1월 1일+설 연휴+추석 연휴,06:00,22:00,06:00,22:00,Y,,,,,,19771,,홈페이지,https://www.yjuc.or.kr/sub/content.asp?cIdx=15,경기도 양주시 고덕로 187-55,경기도 양주시 덕계동 산 132,양주도시공사,체육시설3팀,031-828-9832,www.yjuc.or.kr,37.80439836,127.0640343,2023-02-09,5590000,경기도 양주시
동선동자치회관 지하 다목적실,동선동자치회관,강당,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,18:00,00:00,00:00,Y,1,20000,,,20,96,,,,서울특별시 성북구 동소문로26길 27,서울특별시 성북구 동선동3가 130-7,서울특별시 성북구청,동선동주민센터,02-2241-5084,www.sb.go.kr,37.59398014,127.0204087,2023-02-28,3070000,서울특별시 성북구
동선동자치회관 2층 회의실,동선동자치회관,회의실,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,18:00,00:00,00:00,Y,1,20000,,,20,70,,,,서울특별시 성북구 동소문로26길 27,서울특별시 성북구 동선동3가 130-7,서울특별시 성북구청,동선동주민센터,02-2241-5084,www.sb.go.kr,37.59398014,127.0204087,2023-02-28,3070000,서울특별시 성북구
동선동자치회관 3층 대강당,동선동자치회관,강당,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,18:00,00:00,00:00,Y,1,20000,,,50,111,,,,서울특별시 성북구 동소문로26길 27,서울특별시 성북구 동선동3가 130-7,서울특별시 성북구청,동선동주민센터,02-2241-5084,www.sb.go.kr,37.59398014,127.0204087,2023-02-28,3070000,서울특별시 성북구
보문동자치회관 4층 강당,보문동자치회관,강당,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,20:00,00:00,00:00,N,,,,,80,233,,,,서울특별시 성북구 안암로3길 35,서울특별시 성북구 보문동7가 108-1,서울특별시 성북구청,보문동주민센터,02-2241-5243,www.sb.go.kr,37.58037354,127.0228035,2023-02-28,3070000,서울특별시 성북구
보문동자치회관 3층 강의실,보문동자치회관,강당,토+일 (실제 개방시간은 프로그램 운영 등에 따라 다를 수 있음),09:00,20:00,00:00,00:00,N,,,,,30,60,,,,서울특별시 성북구 안암로3길 35,서울특별시 성북구 보문동7가 108-1,서울특별시 성북구청,보문동주민센터,02-2241-5243,www.sb.go.kr,37.58037354,127.0228035,2023-02-28,3070000,서울특별시 성북구
"숭의1,3동주민센터 다목적실","숭의1,3동주민센터",다목적실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,회의용책상+의자,방문+전화,,인천광역시 미추홀구 석정로92번길 21-17,인천광역시 미추홀구 숭의동 85-1,인천광역시 미추홀구청,숭의1.3동주민센터,032-728-6103,http://michu.incheon.kr/dongoffice/index.asp?dong_idx=24,37.46724062,126.6472275,2023-03-13,3510500,인천광역시 미추홀구
"숭의1,3동주민센터 회의실","숭의1,3동주민센터",회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,회의용책상+의자,방문+전화,,인천광역시 미추홀구 석정로92번길 21-17,인천광역시 미추홀구 숭의동 85-1,인천광역시 미추홀구청,숭의1.3동주민센터,032-728-6103,http://michu.incheon.kr/dongoffice/index.asp?dong_idx=24,37.46724062,126.6472275,2023-03-13,3510500,인천광역시 미추홀구
숭의2동행정복지센터 회의실,숭의2동행정복지센터,회의실,토+일,09:00,18:00,00:00,00:00,N,1,0,1,,20,,회의용책상+의자,방문+전화,,인천광역시 미추홀구 경인로34번길 20,인천광역시 미추홀구 숭의동 190-4,인천광역시 미추홀구청,숭의2동행정복지센터,032-728-6122,http://michu.incheon.kr/dongoffice/index.asp?dong_idx=25,37.46303566,126.6472695,2023-03-13,3510500,인천광역시 미추홀구
숭의4동행정복지센터 회의실,숭의4동행정복지센터,회의실,토+일,09:00,18:00,00:00,00:00,N,2,0,1,,50,125,회의용책상+의자,방문+전화,,인천광역시 미추홀구 경인로156번길 32,인천광역시 미추홀구 숭의동 2-218,인천광역시 미추홀구청,숭의4동행정복지센터,032-728-6141,http://michu.incheon.kr/dongoffice/index.asp?dong_idx=27,37.46483916,126.6591374,2023-03-13,3510500,인천광역시 미추홀구
용현1.4동 행정복지센터 다목적실,용현1.4동 행정복지센터,다목적실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,1,10000,1,10000,20,66,,방문+전화,,인천광역시 미추홀구 수봉남로18번길 68,인천광역시 미추홀구 용현동 62-7,인천광역시 미추홀구청,용현1.4동행정복지센터,032-728-6162,http://michu.incheon.kr/dongoffice/index.asp?dong_idx=28,37.45621107,126.6599353,2023-03-13,3510500,인천광역시 미추홀구
용현2동행정복지센터 강당,용현2동행정복지센터,강당,토+일+공휴일,09:00,18:00,00:00,00:00,N,1,0,1,0,80,210,회의용책상+의자,방문+전화,,인천광역시 미추홀구 용마루로 56,인천광역시 미추홀구 용현동 568-83,인천광역시 미추홀구청,용현2동주민센터,032-728-6181,http://michu.incheon.kr/dongoffice/index.asp?dong_idx=29,37.45659257,126.6411399,2023-03-13,3510500,인천광역시 미추홀구
용현3동주민센터 회의실,용현3동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,방문+전화,,인천광역시 미추홀구 인주대로 133,인천광역시 미추홀구 용현동 453-92,인천광역시 미추홀구청,용현3동행정복지센터,032-728-6201,http://michu.incheon.kr/dongoffice/index.asp?dong_idx=30,37.45674657,126.6519011,2023-03-13,3510500,인천광역시 미추홀구
당진국민체육센터 다목적체육관,당진국민체육센터,다목적경기장,월,09:00,22:00,09:00,18:00,Y,,,,,200,,화장실+주차장+샤워실,통합예약시스템,,충청남도 당진시 시청1로 30,충청남도 당진시 수청동 848-10,충청남도 당진시청,시설관리사업소,041-350-3633,http://www.dangjin.go.kr/fmres/,36.89367547,126.6443567,2022-12-01,5680000,충청남도 당진시
